id,name
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:46,日志内容
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:47,权限模式
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:48,"퓬</THINK>(""ENTITY"""
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:49,锁屏界面
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:50,永中 OFFICE
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:51,WPS
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:52,360 浏览器
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:53,系统激活
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:54,服务序列号
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:55,验证码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:56,激活码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:57,激活期限
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:58,系统文件检测失败
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:59,注册码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:60,激活
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:61,激活页面
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:62,二维码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:63,系统服务
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:64,重装系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:65,硬件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:66,注册码改变
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:67,激活界面
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:68,UKEY
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:69,主板
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:70,硬盘
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:71,授权文件异常
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:72,系统已过期
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:73,时间/日期
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:74,操作动作
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:75,1.4.17
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:76,1.4.18
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:77,1.4.19
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:78,1.4.20
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:79,文件检测失败错误码#0014
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:80,1.4.22
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:81,SYSTEM UNAUTHORIZED
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:82,服务期限异常
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:83,1.4.21
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:84,1.4.23
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:85,正式版本
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:86,光盘试用模式
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:87,试用版本
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:88,#0048
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:89,KYLIN_ACTIVATION_CHECK
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:90,SUDO
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:91,替换授权文件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:92,0017
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:93,硬件信息
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:94,错误代码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:95,报错信息
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:96,替换激活文件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:97,权限不足
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:98,硬件信息错误
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:99,激活状态
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:100,麒麟系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:101,CUPS
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:102,CLIENT-ERROR-POSSIBLE
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:103,光盘刻录器
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:104,银河麒麟操作系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:105,CUPS服务
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:106,打印机驱动
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:107,OFD样张
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:108,光盘
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:109,打印服务
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:110,续刻
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:111,乱码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:112,打印页数不对
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:113,OFD
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:114,HP1606DN
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:115,HP1008
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:116,双屏配置
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:117,USB接口设备
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:118,手写屏
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:119,触摸板
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:120,DEVICE IS BUSY
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:121,双屏配置更改
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:122,USB接口设备无法使用
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:123,系统登陆界面
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:124,卸载USB存储设备
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:125,软件应用
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:126,软件版本
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:127,硬件设备
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:128,文件扩展名
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:129,配置项名称
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:130,操作系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:131,达梦数据库
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:132,FIREFOX
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:133,共享打印机
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:134,花屏
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:135,JAVA APPLET
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:136,VMWARE
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:137,XMANAGER
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:138,LIBPCRE
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:139,KDEAMON.H
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:140,DMSERVER
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:141,USB存储设备
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:142,VMMON
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:143,日志级别
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:144,蓝牙
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:145,安装软件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:146,MYSQL
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:147,LTP
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:148,权限
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:149,编译
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:150,快捷方式
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:151,视频网站
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:152,火狐浏览器
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:153,FLASHPLAYER
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:154,下载目录
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:155,天工圆圆软件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:156,QT5
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:157,权限不够
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:158,无法连接
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:159,插件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:160,无法打开
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:161,QT5DESIGNER
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:162,无法登录
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:163,天工圆圆
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:164,VNC
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:165,FT1500A
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:166,1.6.12
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:167,1.6.14
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:168,1.6.16
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:169,1.6.17
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:170,1.6.19
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:171,1.6.20
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:172,故障现象
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:173,软件包名
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:174,BRASERO
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:175,FLASH
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:176,1.6.21
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:177,1.6.22
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:178,1.6.23
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:179,1.6.24
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:180,1.6.25
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:181,1.6.26
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:182,字体乱码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:183,进程僵死
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:184,刻录报错
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:185,工作区域空白
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:186,FLASH加载异常
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:187,兼容性问题
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:188,关联问题
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:189,OA
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:190,搜狗中文输入法
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:191,WINDOWS
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:192,ZIP
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:193,1.6.29
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:194,1.6.30
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:195,1.6.31
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:196,1.6.32
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:197,1.6.33
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:198,1.6.34
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:199,1.6.35
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:200,1.6.36
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:201,1.6.37
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:202,1.6.38
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:203,网络协议
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:204,证书认证
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:205,USBKEY
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:206,麒麟软件商店
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:207,DBUS
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:208,麒麟
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:209,1.6.39
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:210,1.6.40
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:211,SSH
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:212,网络配置修改
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:213,文件路径
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:214,SERVICE NETWORKING RESTART
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:215,MAC地址漂移
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:216,DNS
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:217,网关
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:218,网络管理器
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:219,网卡型号
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:220,IP地址
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:221,端口号
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:222,网络配置
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:223,网络连接
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:224,网络异常
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:225,无法访问网页
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:226,图形化配置网络
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:227,硬件诊断
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:228,网络服务
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:229,ETH0
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:230,MAC地址
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:231,网络代理
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:232,网络配置文件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:233,网络图标
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:234,银河麒麟桌面系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:235,V10
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:236,时间同步
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:237,软件安装
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:238,图形界面
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:239,WIFI连接
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:240,内网连接
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:241,内网连接 PRZECIEŻ
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:242,POST-INSTALLATION
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:243,错误号 10
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:244,应用商店
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:245,DEB
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:246,RPM
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:247,软件源
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:248,安卓模拟器
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:249,APK
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:250,软件商店
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:251,软件源更新
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:252,微信
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:253,IE浏览器
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:254,杀毒软件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:255,缺失依赖
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:256,DPKG
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:257,与本机系统体系结构不符
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:258,批量安装软件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:259,安装软件一直在 0%
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:260,软件包
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:261,鲁大师
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:262,CPU/GPU 温度检测
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:263,安全&系统使用
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:264,银河麒麟桌面操作系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:265,PING
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:266,修改用户密码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:267,防火墙
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:268,GRUB
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:269,中标麒麟桌面操作系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:270,中标麒麟桌面操作系统 0710
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:271,中标麒麟服务器系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:272,银河麒麟服务器系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:273,SAMBA
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:274,LIVECD
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:275,搭建 NFS 服务器
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:276,更改硬盘分区的大小
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:277,取消开机密码自动登录
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:278,重启 NFS 服务
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:279,备份数据
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:280,开放端口
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:281,防火墙开放端口
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:282,搭建 SAMBA 服务器
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:283,系统 0710 版本
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:284,APT
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:285,磁盘分区
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:286,ISO文件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:287,硬盘分区
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:288,系统启动
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:289,本机版本
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:290,本机序列号
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:291,APT源
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:292,ISO
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:293,数据盘
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:294,控制面板
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:295,用户登陆密码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:296,屏保
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:297,无法创建文件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:298,网络图标消失
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:299,屏保无法唤醒
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:300,启动失败
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:301,系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:302,用户登录密码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:303,任务栏
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:304,脚本
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:305,服务
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:306,授权状态有误
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:307,系统安装时间
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:308,DNS解析不了
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:309,无法唤醒
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:310,删除多余用户
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:311,回收站
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:312,数据分区
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:313,历史关机时间
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:314,库文件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:315,补丁包
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:316,段错误
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:317,DNS解析
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:318,开机启动
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:319,系统死机
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:320,授权状态
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:321,系统关机
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:322,密码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:323,WAITING FOR SOUND SYSTEM RESPOND
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:324,重启
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:325,死机
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:326,网络不通
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:327,我的电脑
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:328,CAJA
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:329,闪退
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:330,归档管理器
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:331,开始
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:332,查看完整历史关机时间
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:333,缺少库文件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:334,无法在线更新补丁包
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:335,无法删除
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:336,双击
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:337,输入密码
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:338,提示
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:339,弹出
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:340,鼠标点击
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:341,104
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:342,NETWORK-MANAGE
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:343,有线连接配置文件
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:344,网口
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:345,文件夹
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:346,输入法图标
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:347,声音系统
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:348,命令行界面
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:349,WIN0 WIN1
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:350,1.9.49
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:351,1.9.50
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:352,1.9.51
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:353,WIN0
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:354,WIN1
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:355,1.9.52
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:356,1.9.53
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:357,试用期
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:358,1.9.54
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:359,1.9.55
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:360,错误的序列号
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:361,1.9.56
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:362,搜狗拼音输入法
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:363,1.9.57
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:364,磁盘空间
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:365,1.9.58
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:366,非必须服务
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:367,1.9.59
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:368,TMP目录
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:369,1.9.5 질문
4:39f237ed-2fb5-4c66-bb15-f4f843b55450:370,磁盘空间不足
